"sosid","name","gov","np","fp","nf","status","date_created","date_terminated","current","humans","animals","plants","syndromic"
"SOS347","National Enterovirus Surveillance System (NESS)",TRUE,FALSE,FALSE,FALSE,"current",1966-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS348","National Molecular Subtyping Network for Foodborne Disease Surveillance (PulseNet)",TRUE,FALSE,FALSE,FALSE,"terminated",1995-12-31,2012-12-31,FALSE,"yes","no","yes","no"
"SOS349","Gonococcal Isolate Surveillance Project (GISP)",TRUE,FALSE,FALSE,FALSE,"current",1986-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS350","Molecular HIV Surveillance (MHS)",TRUE,FALSE,FALSE,FALSE,"current",2003-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS351","Centers of Excellence for Influenza Research and Surveillance (CEIRS)",TRUE,FALSE,FALSE,FALSE,"current",2005-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS352","The Foodborne Diseases Active Surveillance Network (FoodNet)",TRUE,FALSE,FALSE,FALSE,"current",1994-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS353","Environmental Response Laboratory Network (ERLN)",TRUE,FALSE,FALSE,FALSE,"current",2004-12-31,2014-12-31,TRUE,"no","no","nf","no"
"SOS354","Laboratory-Based Enteric Disease Surveillance (LEDS)",TRUE,FALSE,FALSE,FALSE,"current",2005-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS355","Laboratory-based Enteric Disease Surveillance (LEDS)",TRUE,FALSE,FALSE,FALSE,"current",NA,2014-12-31,TRUE,"yes","no","no","no"
"SOS356","National Laboratory-Based Surveillance (NSSS)",TRUE,FALSE,FALSE,FALSE,"terminated",2005-12-31,2010-12-31,FALSE,"yes","no","no","no"
"SOS357","National Tuberculosis Genotyping and Surveillance Network",TRUE,FALSE,FALSE,FALSE,"terminated",1995-12-31,2001-12-31,FALSE,"yes","no","no","no"
"SOS358","International Network for the Study and Prevention of Emerging Antimicrobial Resistance (INSPEAR)",TRUE,FALSE,FALSE,FALSE,"nf",1997-12-31,NA,FALSE,"yes","no","no","no"
"SOS359","Active Bacterial Core Surveillance (ABC)",TRUE,FALSE,FALSE,FALSE,"current",1994-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS360","Alaska Public Health Alert Network (PHAN)",TRUE,FALSE,FALSE,FALSE,"current",2010-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS361","Foodborne Outbreak Reporting System (eFORS)",TRUE,FALSE,FALSE,FALSE,"absorbed",1997-12-31,2007-12-31,FALSE,"yes","no","no","no"
"SOS362","Viral Hepatitis Surveillance Program",TRUE,FALSE,FALSE,FALSE,"current",1995-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS363","National HIV Surveillance System (NHSS)",TRUE,FALSE,FALSE,FALSE,"current",2007-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS364","Oregon Weekly/Monthly CD Surveillance Report",TRUE,FALSE,FALSE,FALSE,"current",1996-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS365","Merlin",TRUE,FALSE,FALSE,FALSE,"current",1991-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS366","Surveillance for Emerging Antimicrobial Resistance Connected to Healthcare (S.E.A.R.C.H.)",TRUE,FALSE,FALSE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","no"
"SOS367","NHSBT/PHE surveillance programme",TRUE,FALSE,FALSE,FALSE,"terminated",2010-12-31,2012-12-31,FALSE,"yes","no","no","no"
"SOS368","UK Severe Influenza Surveillance System (USISS)",TRUE,FALSE,FALSE,FALSE,"terminated",2010-12-31,2011-12-31,FALSE,"yes","no","no","no"
"SOS369","PHE VRD/RCGP scheme",TRUE,FALSE,FALSE,FALSE,"current",2006-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS370","HIV and AIDS Reporting System (HARS)",TRUE,FALSE,FALSE,FALSE,"absorbed",1980-12-31,2011-12-31,FALSE,"yes","no","no","no"
"SOS371","Thai National Influenza Center: Influenza Surveillance",TRUE,FALSE,FALSE,FALSE,"current",2007-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS372","Malaria Early Epidemic Detection System (MEEDS)",TRUE,FALSE,FALSE,FALSE,"absorbed",2007-12-31,2012-12-31,FALSE,"yes","no","no","no"
"SOS373","Disease Surveillance Express, Taiwan",TRUE,FALSE,FALSE,FALSE,"current",2002-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS374","Enhanced Pertussis Surveillance Program, Sweden",TRUE,FALSE,FALSE,FALSE,"terminated",1996-12-31,2009-12-31,FALSE,"yes","no","no","no"
"SOS375","Suspected Measels Case-based Surveillance",TRUE,FALSE,FALSE,FALSE,"terminated",2011-12-31,2011-12-31,FALSE,"yes","no","no","no"
"SOS376","GERMS-SA",TRUE,FALSE,FALSE,FALSE,"current",2009-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS377","Rotavirus Surveillance",TRUE,FALSE,FALSE,FALSE,"current",2008-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS378","Surveillance of healthcare associated (HAI) Clostridium difficile infection (CDI)",TRUE,FALSE,FALSE,FALSE,"current",2005-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS379","Surveillance programme for outbreaks of healthcare associated infection",TRUE,FALSE,FALSE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","no"
"SOS380","Surveillance of attributable HIV antibody tests in Scotland (HIV Denominator Study)",TRUE,FALSE,FALSE,FALSE,"terminated",1987-12-31,2008-12-31,FALSE,"yes","no","no","no"
"SOS381","CD4 and Viral Load Surveillance System",TRUE,FALSE,FALSE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","no"
"SOS382","Scottish Enhanced Respiratory Virus Infection Surveillance (SERVIS)",TRUE,FALSE,FALSE,FALSE,"absorbed",1997-12-31,2008-12-31,FALSE,"yes","no","no","no"
"SOS383","Scottish Pneumococcal Invasive Disease Enhanced Reporting (SPIDER)",TRUE,FALSE,FALSE,FALSE,"current",1997-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS384","Surveillance of Antimicrobial Resistance in Urinary Isolates in Scotland",TRUE,FALSE,FALSE,FALSE,"current",2011-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS385","Surveillance of Antimicrobial Resistance in Scotland (SARIS)",TRUE,FALSE,FALSE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","no"
"SOS386","Campylobacter Laboratory Reporting System",TRUE,FALSE,FALSE,FALSE,"current",1987-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS387","Cryptosporidium Reference Laboratory Reports",TRUE,FALSE,FALSE,FALSE,"current",1999-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS388","Protozoal Database",TRUE,FALSE,FALSE,FALSE,"current",1997-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS389","Hepatitis C Diagnoses Database",TRUE,FALSE,FALSE,FALSE,"current",1990-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS390","Listeria laboratory reporting in Scotland",TRUE,FALSE,FALSE,FALSE,"current",2001-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS391","The Electronic Communication of Surveillance in Scotland (ECOSS)",TRUE,FALSE,FALSE,FALSE,"current",2007-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS392","GIZ organisms",TRUE,FALSE,FALSE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","no"
"SOS393","Staphylococcus aureus Bacteraemia (SAB) Surveillance",TRUE,FALSE,FALSE,FALSE,"current",2010-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS394","Salmonella in Scotland lab reporting system",TRUE,FALSE,FALSE,FALSE,"current",1987-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS395","New diagnosis of HIV and AIDS",TRUE,FALSE,FALSE,FALSE,"current",1979-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS396","A Middle East Sub-Regional Laboratory-Based Surveillance Network on MERS-CoV",TRUE,TRUE,FALSE,FALSE,"current",2014-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS397","Norwegian Surveillance System for Communicable Diseases (MSIS)",TRUE,FALSE,FALSE,FALSE,"current",1976-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS398","KC60 Returns",TRUE,FALSE,FALSE,FALSE,"current",1999-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS399","CoSurv (Northern Ireland)",TRUE,FALSE,FALSE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","no"
"SOS400","Virological Surveillance",TRUE,FALSE,TRUE,FALSE,"current",2003-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS401","Enteric Surveillance",TRUE,FALSE,TRUE,FALSE,"terminated",1998-12-31,2003-12-31,FALSE,"yes","no","no","no"
"SOS402","Griepsurveillance",TRUE,FALSE,FALSE,FALSE,"current",2010-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS403","Surveillance van antibioticaresistentie (ISIS-AR)",TRUE,FALSE,FALSE,FALSE,"current",2010-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS404","Virus Pathogen Database and Analysis Resource (ViPR)",FALSE,TRUE,TRUE,FALSE,"current",NA,2014-12-31,TRUE,"nf","nf","nf","no"
"SOS405","MLST Databases",FALSE,TRUE,FALSE,FALSE,"current",2004-12-31,2014-12-31,TRUE,"nf","nf","nf","no"
"SOS406","Ambulatory Sentinel Surveillance Network",TRUE,FALSE,FALSE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","no"
"SOS407","International Nucleotide Sequence Database Collaboration (INSDC)",TRUE,FALSE,FALSE,FALSE,"current",2004-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS408","Illumina Infectious Disease Surveillance*",FALSE,FALSE,TRUE,FALSE,"current",1975-12-31,2014-12-31,TRUE,"nf","nf","nf","no"
"SOS409","DNA Data Bank of Japan (DDBJ)",TRUE,FALSE,FALSE,FALSE,"current",1983-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS410","Health Protection Surveillance Centre Weekly Reports (HPSC)",TRUE,FALSE,FALSE,FALSE,"current",1999-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS411","Computerised Infectious Disease Reporting (CIDR)",TRUE,FALSE,FALSE,FALSE,"current",2003-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS412","National Center for Epidemiology, Hungary",TRUE,FALSE,FALSE,FALSE,"current",1997-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS413","Hellenic Center for Disease Control & Prevention (HCDCP)",TRUE,FALSE,FALSE,FALSE,"current",2010-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS414","EpiScanGIS",FALSE,TRUE,FALSE,FALSE,"current",2001-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS415","European Vigilance Network for the Management of Antiviral Drug Resistance (VIRGIL)",TRUE,FALSE,FALSE,FALSE,"terminated",2003-12-31,2011-12-31,FALSE,"yes","no","no","no"
"SOS416","European Diphtheria Surveillance Network (EDSN) (previously known as DIPNET)",TRUE,FALSE,FALSE,FALSE,"current",2005-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS417","Eurosentinel Scheme",TRUE,FALSE,FALSE,FALSE,"terminated",1986-12-31,1990-12-31,FALSE,"yes","no","no","no"
"SOS418","European Tuberculosis Surveillance Network",TRUE,FALSE,FALSE,FALSE,"absorbed",1995-12-31,2006-12-31,FALSE,"yes","no","no","no"
"SOS419","European Network for STI Surveillance",TRUE,FALSE,FALSE,FALSE,"absorbed",2000-12-31,2008-12-31,FALSE,"yes","no","no","no"
"SOS420","European Network for HIV/AIDS Surveillance",TRUE,FALSE,FALSE,FALSE,"current",2007-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS421","European Union Invasive Bacterial Surveillence Database (IBID)",TRUE,FALSE,FALSE,FALSE,"terminated",1998-12-31,2006-12-31,FALSE,"yes","no","no","no"
"SOS422","Euronet P4",TRUE,FALSE,FALSE,FALSE,"absorbed",2004-12-31,2010-12-31,FALSE,"nf","nf","nf","no"
"SOS423","European Reference Laboratory Network for Human Influenza (ERLI-Net)",TRUE,FALSE,FALSE,FALSE,"terminated",2007-12-31,2012-12-31,FALSE,"yes","no","no","no"
"SOS424","Community Network of Reference Laboratories for Human Influenza in Europe (CNL) ----SEE---- European Influenza Surveillance Network (EISN)",TRUE,FALSE,FALSE,FALSE,"terminated",2003-05-01,2008-09-01,FALSE,"no","no","no","no"
"SOS425","European Union Invasive Bacteria Infections Surveillance Network (EU-IBIS)",TRUE,FALSE,FALSE,FALSE,"absorbed",1998-12-31,2006-12-31,FALSE,"yes","no","no","no"
"SOS426","European Invasive Bacterial Diseases Surveillance Network (EU-IBD)",TRUE,FALSE,FALSE,FALSE,"absorbed",1998-12-31,2006-12-31,FALSE,"yes","no","no","no"
"SOS427","European Network for Pertussis Surveillance",TRUE,FALSE,FALSE,FALSE,"nf",NA,NA,FALSE,"nf","nf","nf","no"
"SOS428","International Surveillance Network for the Enteric Infections Salmonella, Campylobacter and VTEC O157 (Enter-Net)",TRUE,FALSE,FALSE,FALSE,"absorbed",1992-12-31,2007-12-31,FALSE,"yes","no","no","no"
"SOS429","(European Network for Plant Health Information Systems) EUROPHYT: EUROPHYT-CIRCA & EUROPHYT-PHYT",TRUE,FALSE,FALSE,FALSE,"current",1991-12-31,2014-12-31,TRUE,"no","no","yes","no"
"SOS430","European Antimicrobial Resistance Surveillance Network Surveillance (EARS-Net)",TRUE,FALSE,FALSE,FALSE,"current",2009-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS431","European Network for Hepatitis B and C Surveillance",TRUE,FALSE,FALSE,FALSE,"absorbed",2005-12-31,2010-12-31,FALSE,"yes","no","no","no"
"SOS432","Survey of Prevalent HIV Infections Diagnosed (SOPHID)",TRUE,FALSE,FALSE,FALSE,"terminated",1994-12-31,2013-12-31,FALSE,"yes","no","no","no"
"SOS433","HIV and AIDS New Diagnoses Database (HANDD)",TRUE,FALSE,FALSE,FALSE,"terminated",NA,2014-12-31,FALSE,"yes","no","no","no"
"SOS434","Recent Infection Testing Algorithm (RITA)",TRUE,FALSE,FALSE,FALSE,"current",2008-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS435","CD4 Surveillance Scheme",TRUE,FALSE,FALSE,FALSE,"current",1994-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS436","Public Health Laboratory Service Communicable Disease Surveillance Center (PHLS CDSC)",TRUE,FALSE,FALSE,FALSE,"absorbed",1976-12-31,1994-12-31,FALSE,"yes","no","no","no"
"SOS437","Gonococcal Resistance to Antimicrobials Surveillance Programme (GRASP)",TRUE,FALSE,FALSE,FALSE,"terminated",1999-12-31,2010-12-31,FALSE,"yes","no","no","no"
"SOS438","Genitourinary medicine clinic activity dataset (GUMCADv2)",TRUE,FALSE,FALSE,FALSE,"current",2009-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS439","English Surveillance Programme for Antimicrobial Utilization and Resistance (ESPAUR)",TRUE,FALSE,FALSE,FALSE,"terminated",2009-12-31,2012-12-31,FALSE,"yes","no","no","no"
"SOS440","HPA Regional Microbiology Network (RMN)",TRUE,FALSE,FALSE,FALSE,"nf",2005-12-31,NA,FALSE,"yes","yes","yes","no"
"SOS441","DIVINE-NET",TRUE,FALSE,FALSE,FALSE,"terminated",2004-06-01,2003-12-31,FALSE,"yes","no","no","no"
"SOS442","Statens Serum Institut (SSI)",TRUE,FALSE,FALSE,FALSE,"current",1902-09-09,2014-12-31,TRUE,"yes","no","no","no"
"SOS443","Boletín Epidemiológico del IPK",TRUE,FALSE,FALSE,FALSE,"current",2003-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS444","Canadian Perinatal HIV Surveillance Program",TRUE,FALSE,FALSE,FALSE,"terminated",1978-12-31,2011-12-31,FALSE,"yes","no","no","no"
"SOS445","Creutzfeldt-Jakob Disease Surveillance System (CJDSS)",TRUE,FALSE,FALSE,FALSE,"current",1997-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS446","Canadian Integrated Program for Antimicrobial Resistance Surveillance (CIPARS)",TRUE,FALSE,FALSE,FALSE,"terminated",1996-12-31,2006-12-31,FALSE,"yes","no","yes","no"
"SOS447","Canadian Congenital Anomalies Surveillance Network (CCASN)",TRUE,FALSE,FALSE,FALSE,"terminated",2001-12-31,2012-12-31,FALSE,"yes","no","no","no"
"SOS448","Respiratory Virus Detection Surveillance System Canada",TRUE,FALSE,FALSE,FALSE,"current",2003-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS449","Measles and Rubella Surveillance (MARS) pilot",TRUE,FALSE,FALSE,FALSE,"current",2010-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS450","National Enteric Surveillance Program (NESP)",TRUE,FALSE,FALSE,FALSE,"terminated",1996-12-31,2011-12-31,FALSE,"yes","no","no","no"
"SOS451","Enhanced National Invasive Pneumococcal Disease Surveillance System pilot",TRUE,FALSE,FALSE,FALSE,"current",2010-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS452","Canadian Measles/Rubella Surveillance System (CMRSS)",TRUE,FALSE,FALSE,FALSE,"current",2013-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS453","FoodNet (Canada)",TRUE,FALSE,FALSE,FALSE,"current",2004-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS454","National HIV/AIDs Surveillance in Canada",TRUE,FALSE,FALSE,FALSE,"terminated",1978-12-31,2011-12-31,FALSE,"yes","no","no","no"
"SOS455","HIV/AIDs Surveillance in Canada: Tracks Enhanced System",TRUE,FALSE,FALSE,FALSE,"terminated",2011-12-31,2012-12-31,FALSE,"yes","no","no","no"
"SOS456","EpiNorth",TRUE,FALSE,FALSE,FALSE,"terminated",1999-12-31,2011-12-31,FALSE,"yes","no","no","no"
"SOS457","European Surveillance Network for Vaccine Preventable Diseases (EUVAC-Net)",TRUE,FALSE,FALSE,FALSE,"terminated",1998-12-31,2010-12-31,FALSE,"yes","no","no","no"
"SOS458","Network for Diagnostics of ""Imported"" Viral Diseases (ENIVD)",TRUE,TRUE,FALSE,FALSE,"current",1994-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS459","Creutzfeldt-Jakob Disease International Surveillance Network (formerly EuroCJD)",TRUE,FALSE,FALSE,FALSE,"current",1992-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS460","National Notifiable Diseases Surveillance System (NNDSS), Australia",TRUE,FALSE,FALSE,FALSE,"current",1990-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS461","Australian National Creutzfeldt-Jakob Disease Registry",FALSE,TRUE,FALSE,FALSE,"current",1992-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS462","Australian Gonococcal Surveillance Programme",TRUE,FALSE,FALSE,FALSE,"terminated",1995-12-31,2012-12-31,FALSE,"yes","no","no","no"
"SOS463","VIDRL Measles Surveillance",FALSE,TRUE,FALSE,FALSE,"absorbed",2005-12-31,2013-12-31,FALSE,"yes","no","no","no"
"SOS464","VIDRL Norovirus Surveillance",FALSE,TRUE,FALSE,FALSE,"absorbed",2005-12-31,2013-12-31,FALSE,"yes","no","no","no"
"SOS465","Surveillance of Newly Acquired Hepatitis C (SNAHC) pilot",TRUE,FALSE,FALSE,FALSE,"terminated",2007-12-31,2010-12-31,FALSE,"yes","no","no","no"
"SOS466","Queensland Health's Epidemiology, Surveillance, and Research Unit",TRUE,FALSE,FALSE,FALSE,"current",2009-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS467","OzFoodNet Outbreak Database (OFN)",TRUE,FALSE,FALSE,FALSE,"terminated",1999-12-31,2012-12-31,FALSE,"yes","no","no","no"
"SOS468","Australian HIV Surveillance Report",FALSE,TRUE,FALSE,FALSE,"terminated",2011-12-31,2012-12-31,FALSE,"yes","no","no","no"
"SOS469","Aboriginal Surveillance Reports",FALSE,TRUE,FALSE,FALSE,"current",2007-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS470","SIREVA II",TRUE,FALSE,FALSE,FALSE,"current",1992-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS471","European Centre for the Epidemiological Monitoring of AIDS (EuroHIV)",TRUE,FALSE,FALSE,FALSE,"absorbed",1983-12-31,2006-12-31,FALSE,"yes","no","no","no"
"SOS472","EpiSouth Network",TRUE,FALSE,FALSE,FALSE,"terminated",2005-12-31,2009-12-31,FALSE,"yes","no","no","no"
"SOS473","EpiSouth Plus",FALSE,FALSE,FALSE,TRUE,"terminated",2009-12-31,2012-12-31,FALSE,"yes","no","no","no"
"SOS474","Eastern Mediterranean Region Acute Respiratory Infection Surveillance (EMARIS) Network",TRUE,FALSE,FALSE,FALSE,"nf",2007-12-31,NA,FALSE,"yes","no","no","no"
"SOS475","Measles Nucleotide Surveillance (MeaNS)",TRUE,FALSE,FALSE,FALSE,"current",1976-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS476","HIV Drug Resistance Database",FALSE,TRUE,FALSE,FALSE,"current",1997-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS477","Measles and Rubella Laboratory Network",TRUE,FALSE,FALSE,FALSE,"current",1997-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS478","African Society for Laboratory Medicine (ASLM)",FALSE,FALSE,FALSE,TRUE,"current",2010-12-31,2014-12-31,TRUE,"nf","nf","nf","no"
"SOS479","DengueNet",TRUE,FALSE,FALSE,FALSE,"terminated",1994-12-31,2001-12-31,FALSE,"yes","no","no","no"
"SOS480","FluNet",TRUE,FALSE,FALSE,FALSE,"current",1994-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS481","Border Infectious Disease Surveillance Project (BIDS)",TRUE,FALSE,FALSE,FALSE,"current",1998-12-31,2014-12-31,TRUE,"yes","no","no","no"
"SOS482","Zimbabwe epidemiological bulletin archive",TRUE,FALSE,FALSE,FALSE,"terminated",2007-12-31,2012-12-31,FALSE,"yes","no","no","yes"
"SOS483","Critical Care Infection surveillance in Wales",TRUE,FALSE,FALSE,FALSE,"terminated",2006-12-31,2010-12-31,FALSE,"yes","no","no","yes"
"SOS484","Hospital Outbreak surveillance in Wales",TRUE,FALSE,FALSE,FALSE,"terminated",1996-12-31,2010-12-31,FALSE,"yes","no","no","yes"
"SOS485","Enhanced surveillance of bloodborne virus infection in drug users in Wales",TRUE,FALSE,FALSE,FALSE,"current",2009-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS486","Spatial Decision Support System (SDSS) in
Vanuatu and the Solomon Islands",TRUE,FALSE,FALSE,FALSE,"nf",2007-12-31,NA,FALSE,"yes","no","no","yes"
"SOS487","Flu Near You",FALSE,TRUE,FALSE,FALSE,"current",2012-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS488","Hawaii Influenza Surveillance Program",TRUE,FALSE,FALSE,FALSE,"current",2011-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS489","Surveillance in Hurricane Evacuation Centers",TRUE,FALSE,FALSE,FALSE,"terminated",2005-09-08,2005-10-26,FALSE,"yes","no","no","yes"
"SOS490","California Department of Public Health (CDPH) Influenza Surveillance Program (CISP)",TRUE,FALSE,FALSE,FALSE,"current",1998-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS491","Indiana Varicella Disease Sentinel Surveillance System",TRUE,FALSE,FALSE,FALSE,"current",2003-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS492","Hawaii Airport Surveillance Program",TRUE,FALSE,FALSE,FALSE,"nf",2004-12-31,NA,FALSE,"yes","no","no","yes"
"SOS493","National Voluntary Environmental Assessment Information System (NVEAIS)",TRUE,FALSE,FALSE,FALSE,"current",2013-12-31,2014-12-31,TRUE,"no","no","no","yes"
"SOS494","Bergen County Daily Electronic Disease Surveillance System (DEDSS)",TRUE,FALSE,FALSE,FALSE,"terminated",2000-12-31,2003-12-31,FALSE,"yes","no","no","yes"
"SOS495","Crowdbreaks",FALSE,TRUE,FALSE,FALSE,"current",2011-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS496","Salud Boricua",FALSE,TRUE,FALSE,FALSE,"current",2012-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS497","RUsick",TRUE,FALSE,FALSE,FALSE,NA,2001-12-31,2001-12-31,FALSE,"yes","no","no","yes"
"SOS498","Behavioral Risk Factor Surveillance System (BRFSS)",TRUE,FALSE,FALSE,FALSE,"terminated",1999-12-31,2009-12-31,FALSE,"yes","no","no","yes"
"SOS499","Consumer Complaint Monitoring System",TRUE,FALSE,FALSE,FALSE,"current",2000-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS500","New York City 9/11 Disease Surveillance",TRUE,FALSE,FALSE,FALSE,"current",2007-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS501","MedWatch",TRUE,FALSE,FALSE,FALSE,"current",1992-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS502","New Vaccine Surveillance Network (NVSN)",TRUE,FALSE,FALSE,FALSE,"current",2005-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS503","Bioterrorism Epidemic Advanced Notification System (B.E.A.N.S)",TRUE,FALSE,FALSE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","yes"
"SOS504","National Bioterrorism Syndromic Surveillance Demonstration Program",TRUE,TRUE,TRUE,FALSE,"nf",NA,NA,FALSE,"yes","no","no","yes"
"SOS505","Michigan Disease Surveillance System (MDSS)",TRUE,FALSE,FALSE,FALSE,"current",2003-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS506","Vaccine Adverse Events Reporting System (VAERS)",TRUE,FALSE,FALSE,FALSE,"current",1989-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS507","Syndromic surveillance system in Miami-Dade County",TRUE,FALSE,FALSE,FALSE,"nf",2004-12-31,NA,FALSE,"yes","no","no","yes"
"SOS508","National Capitol Region’s ED syndromic surveillance system",TRUE,FALSE,FALSE,FALSE,"nf",2000-12-31,NA,FALSE,"yes","no","no","yes"
"SOS509","New Hampshire (NH) Syndromic Surveillance System",TRUE,FALSE,FALSE,FALSE,"current",2000-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS510","Hospital Electronic Syndromic Surveillance (HESS) and Hospital Admission Syndromic Surveillance (HASS) systems",TRUE,FALSE,FALSE,FALSE,"current",2003-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS511","EpiGateway",TRUE,FALSE,FALSE,FALSE,"current",2007-12-31,2014-12-31,TRUE,"yes","no","no","yes"
"SOS512","Drop-in bioterrorism surveillance system for World Series 2002 in Phoenix, Arizona",TRUE,FALSE,FALSE,FALSE,"terminated",2001-12-31,2001-12-31,FALSE,"yes","no","no","yes"
"SOS513","Automated Hospital Emergency Department Data Surveillance (AHEDD)",TRUE,FALSE,FALSE,FALSE,"terminated",2004-12-31,2009-12-31,FALSE,"yes","no","no","yes"
"SOS514","Enhanced drop-in surveillance in New York City following September 11th, 2001",TRUE,FALSE,FALSE,FALSE,"terminated",2001-09-14,2001-10-12,FALSE,"yes","no","no","yes"
"SOS515","Communitywide syndromic surveillance for 2002 Kentucky Derby",TRUE,FALSE,FALSE,FALSE,"terminated",2001-12-31,2001-12-31,FALSE,"yes","no","no","yes"
"SOS516","North Carolina Department of Health and Human Services Surveillance Unit",TRUE,FALSE,FALSE,FALSE,"current",NA,2014-12-31,TRUE,"yes","no","no","yes"
"SOS517","Bio-event Advanced Leading Indicator Recognition Technology (BioALIRT)",TRUE,FALSE,FALSE,FALSE,"terminated",2000-12-31,2003-12-31,FALSE,"yes","yes","no","yes"
