"sosid","name","gov","neia","np","fp","status","date_created","date_terminated","current","humans","animals","plants","syndromic"
"sos349","Magpi",FALSE,FALSE,FALSE,TRUE,"current",2009-01-01,2015-01-01,TRUE,"yes","no","no","blank"
"sos350","MedWatch",TRUE,FALSE,FALSE,FALSE,"current",1993-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos351","Nonindigenous Aquatic Species Alert System",TRUE,FALSE,FALSE,FALSE,"current",1990-01-01,2015-01-01,TRUE,"no","yes","no","blank"
"sos352","Quantifying Weather and Climate Impacts on Health in Developing Countries (QWeCI)",TRUE,FALSE,FALSE,FALSE,"terminated",2010-01-01,2013-01-01,FALSE,"yes","no","no","blank"
"sos353","RAS-CHEM",TRUE,FALSE,FALSE,FALSE,"current",2010-01-01,2015-01-01,TRUE,"neia","neia","neia","yes"
"sos354","RSOE Emergency and Disaster information Service",FALSE,FALSE,TRUE,FALSE,"current",2004-01-01,2015-01-01,TRUE,"yes","yes","no","blank"
"sos355","Trade Control and Expert System (TRACES)",TRUE,FALSE,FALSE,FALSE,"current",2004-01-01,2015-01-01,TRUE,"no","yes","no","blank"
"sos356","Trade Control and Expert System (TRACES)",TRUE,FALSE,FALSE,FALSE,"current",2005-01-01,2015-01-01,TRUE,"no","yes","no","blank"
"sos357","Travel Clinic Surveillance",TRUE,FALSE,FALSE,FALSE,"current",2014-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos358","Youth Risk Behavior Surveillance System (YRBSS)",TRUE,FALSE,FALSE,FALSE,"terminated",1991-01-01,2013-01-01,FALSE,"yes","no","no","yes"
"sos359","Zanzara Tigre",TRUE,FALSE,FALSE,FALSE,"current",2005-01-01,2015-01-01,TRUE,"yes","yes","no","blank"
"sos360","1998 FIFA World Cup Surveillance",FALSE,FALSE,TRUE,FALSE,"terminated",1998-01-01,1998-01-01,FALSE,"yes","no","no","yes"
"sos361","African Field Epidemiology Network",TRUE,FALSE,FALSE,FALSE,"current",2005-01-01,2015-01-01,TRUE,"yes","no","no","blank"
"sos362","African Society for Laboratory Medicine (ASLM)",FALSE,TRUE,FALSE,FALSE,"current",2011-01-01,2015-01-01,TRUE,"neia","neia","neia","no"
"sos363","Alerte et Surveillance en Temps RŽel  (ASTER)",TRUE,FALSE,FALSE,FALSE,"current",2004-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos364","Aquatic Disease Knowledge Repository (Neptune)",TRUE,FALSE,FALSE,FALSE,"absorbed",2011-01-01,2013-01-01,FALSE,"no","yes","no","blank"
"sos365","Bioalarm",TRUE,FALSE,FALSE,FALSE,"neia",NA,NA,FALSE,"yes","no","no","yes"
"sos366","Centre for Communicable Diseases and AIDS, Lithuania",TRUE,FALSE,FALSE,FALSE,"current",2010-01-01,2015-01-01,TRUE,"yes","no","no","blank"
"sos367","DG SANCO internal crisis intranet",TRUE,FALSE,FALSE,FALSE,"neia",2011-01-01,NA,FALSE,"neia","neia","neia","blank"
"sos368","Electronic Integrated Disease Surveillance System (EIDSS)",TRUE,FALSE,FALSE,FALSE,"terminated",2005-01-01,2006-01-01,FALSE,"yes","yes","no","blank"
"sos369","EpiCenter",FALSE,FALSE,FALSE,TRUE,"current",2008-01-01,2015-01-01,TRUE,"yes","no","no","blank"
"sos370","EpiSouth Network",TRUE,FALSE,FALSE,FALSE,"terminated",2006-01-01,2010-01-01,FALSE,"yes","no","no","no"
"sos371","EpiSouth Plus",TRUE,FALSE,FALSE,FALSE,"terminated",2010-01-01,2013-01-01,FALSE,"yes","no","no","no"
"sos372","Federation of infectious Diseases Societies of Southern Africa (FIDSSA)",FALSE,TRUE,FALSE,FALSE,"current",2008-01-01,2015-01-01,TRUE,"yes","neia","neia","blank"
"sos373","Human Diseases Incidents Repository (APICS)",TRUE,FALSE,FALSE,FALSE,"neia",NA,NA,FALSE,"yes","no","no","neia"
"sos374","Illumina infectious Disease Surveillance",FALSE,FALSE,FALSE,TRUE,"current",1976-01-01,2015-01-01,TRUE,"neia","neia","neia","no"
"sos375","Ministere de la Sante, Maroc",TRUE,FALSE,FALSE,FALSE,"current",1994-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos376","Ministerstvo zdravotn’ctva Slovenskej republiky/Ministry of Health of the Slovak Republic",TRUE,FALSE,FALSE,FALSE,"current",2001-01-01,2015-01-01,TRUE,"neia","neia","neia","blank"
"sos377","Mobile Health information System Project",FALSE,FALSE,TRUE,FALSE,"terminated",2011-01-01,2013-01-01,FALSE,"yes","no","no","blank"
"sos378","Nasjonalt folkehelseinstitutt/National Public Health Institute",TRUE,FALSE,FALSE,FALSE,"current",2003-01-01,2015-01-01,TRUE,"yes","neia","neia","neia"
"sos379","National Travel Health Network and Centre (NATHNC)",TRUE,FALSE,FALSE,FALSE,"current",2002-01-01,2015-01-01,TRUE,"yes","no","no","blank"
"sos380","North Carolina Collaborative for Bio-Preparedness (NCB-Prepared)",TRUE,FALSE,TRUE,FALSE,"current",2010-01-01,2015-01-01,TRUE,"yes","yes","yes","blank"
"sos381","RedBat",FALSE,FALSE,FALSE,TRUE,"neia",2006-01-01,NA,FALSE,"yes","no","no","blank"
"sos382","Shrimp Surveillance and Certification Program",TRUE,FALSE,FALSE,FALSE,"current",1999-01-01,2015-01-01,TRUE,"no","yes","no","blank"
"sos383","SIDARTHa (Leuven)",TRUE,FALSE,TRUE,FALSE,"current",2009-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos384","SIDARTHa Gšppingen",TRUE,FALSE,TRUE,FALSE,"current",2009-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos385","Smittskyddsinstitutet/ Swedish Institute for infectious Disease Control",TRUE,FALSE,FALSE,FALSE,"absorbed",NA,2014-01-01,FALSE,"neia","neia","neia","neia"
"sos386","Socialdepartementet/Ministry of Health and Social Affairs",TRUE,FALSE,FALSE,FALSE,"neia",NA,NA,FALSE,"yes","no","no","blank"
"sos387","Suite for Automated Global Electronic bioSurveillance (SAGES)",TRUE,FALSE,TRUE,FALSE,"current",2005-01-01,2015-01-01,TRUE,"yes","no","no","blank"
"sos388","Surveillance sanitaire des urgences et des dŽcs (SurSaUD)",TRUE,FALSE,FALSE,FALSE,"current",2004-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos389","Syndromic surveillance for Korea-Japan FIFA World Cup 2002 in Korea",FALSE,TRUE,FALSE,FALSE,"terminated",2002-01-01,2003-01-01,FALSE,"yes","no","no","yes"
"sos390","T. C. Saglik Bakanligi/Ministry of Health Health Journal of EU and Foreign Affairs",TRUE,FALSE,FALSE,FALSE,"current",2013-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos391","UREG - Emergency Registration",TRUE,FALSE,FALSE,FALSE,"terminated",2014-01-01,2014-01-01,FALSE,"yes","no","no","blank"
"sos392","Welsh Assembly Health Page",TRUE,FALSE,FALSE,FALSE,"terminated",2002-01-01,2014-01-01,FALSE,"neia","neia","neia","neia"
"sos393","Integrated Disease Surveillance and Response (IDSR)",TRUE,FALSE,FALSE,FALSE,"terminated",1998-01-01,2010-01-01,FALSE,"yes","no","no","blank"
"sos394","Syndromic surveillance system of respiratory infections, gastroenteritis, acute hepatitis, fever and other diseases",FALSE,TRUE,FALSE,FALSE,"neia",2000-01-01,NA,FALSE,"yes","no","no","yes"
"sos395","2006 FIFA World Cup",TRUE,FALSE,FALSE,FALSE,"terminated",2006-06-07,2006-07-11,FALSE,"yes","no","no","yes"
"sos396","Alaska Department of Epidemiology",TRUE,FALSE,FALSE,FALSE,"current",2011-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos397","Alberta Veterinary Surveillance Network",TRUE,FALSE,FALSE,FALSE,"terminated",2005-01-01,2010-01-01,FALSE,"no","yes","no","blank"
"sos398","Alternative Surveillance Alert Program (ASAP)",TRUE,FALSE,FALSE,FALSE,"neia",NA,NA,FALSE,"yes","no","no","yes"
"sos399","Animal and Plant Health Inspection Service (APHIS)",TRUE,FALSE,FALSE,FALSE,"current",2008-01-01,2015-01-01,TRUE,"no","yes","yes","blank"
"sos400","Animal Disease Knowledge Repository",TRUE,FALSE,FALSE,FALSE,"neia",NA,NA,FALSE,"no","yes","no","blank"
"sos401","Animal Disease Notification System (ADNS)",TRUE,FALSE,FALSE,FALSE,"current",1982-01-01,2015-01-01,TRUE,"no","yes","no","blank"
"sos402","APHA Disease Surveillance Reports",TRUE,FALSE,FALSE,FALSE,"current",2011-01-01,2015-01-01,TRUE,"no","yes","no","blank"
"sos403","Argus",FALSE,FALSE,TRUE,FALSE,"current",2003-01-01,2015-01-01,TRUE,"yes","yes","yes","blank"
"sos404","Armed Forces Health Surveillance Center",TRUE,FALSE,FALSE,FALSE,"current",2008-01-01,2015-01-01,TRUE,"yes","yes","yes","blank"
"sos405","ASEAN Disease Surveillance Network (ADSNet)",TRUE,FALSE,FALSE,FALSE,"current",NA,2015-01-01,TRUE,"yes","no","no","blank"
"sos406","Australian Plant Pest Database",FALSE,FALSE,TRUE,FALSE,"current",2001-01-01,2015-01-01,TRUE,"no","no","yes","blank"
"sos407","Automated Epidemiological Geotemporal Integrated Surveillance (AEGIS)",FALSE,FALSE,TRUE,FALSE,"terminated",2000-01-01,NA,FALSE,"yes","no","no","blank"
"sos408","AvoHilmo",TRUE,FALSE,FALSE,FALSE,"current",2012-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos409","Basic Surveillance Network (BSN)",TRUE,FALSE,FALSE,FALSE,"terminated",2000-01-01,NA,FALSE,"yes","no","no","neia"
"sos410","BD Protect Syndromic Surveillance",FALSE,FALSE,FALSE,TRUE,"current",2010-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos411","Bergen County Daily Electronic Disease Surveillance System (DEDSS)",TRUE,FALSE,FALSE,FALSE,"terminated",2001-01-01,2004-01-01,FALSE,"yes","no","no","yes"
"sos412","Bio-Surveillance Analysis, Feedback, Evaluation, and Response (B-SAFER)",TRUE,FALSE,TRUE,FALSE,"terminated",2002-01-01,2003-01-01,FALSE,"yes","no","no","yes"
"sos413","Bio-surveillance Common Operating Picture (BCOP)",TRUE,FALSE,FALSE,FALSE,"current",2009-01-01,2015-01-01,TRUE,"yes","yes","yes","blank"
"sos414","BioCaster Global Health Monitor",FALSE,FALSE,TRUE,FALSE,"terminated",2006-01-01,2012-01-01,FALSE,"yes","yes","no","blank"
"sos415","Biodefend",FALSE,FALSE,TRUE,TRUE,"neia",NA,NA,FALSE,"yes","no","no","blank"
"sos416","Biosecurity Surveillance, Incident, Response and Tracing (BioSIRT)",TRUE,FALSE,FALSE,FALSE,"neia",2008-01-01,NA,FALSE,"yes","yes","yes","blank"
"sos417","Boston Public Health Commission",TRUE,FALSE,FALSE,FALSE,"current",1996-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos418","Canadian Wildlife Health Cooperative (CWHC)",FALSE,FALSE,TRUE,FALSE,"current",1992-01-01,2015-01-01,TRUE,"no","yes","no","blank"
"sos419","CARE Telematics project Europe",TRUE,FALSE,FALSE,FALSE,"terminated",1992-01-01,1993-12-01,FALSE,"yes","no","no","blank"
"sos420","Carolina's Health Electronic Surveillance System (CHESS)",TRUE,FALSE,FALSE,FALSE,"current",NA,2015-01-01,TRUE,"yes","no","no","blank"
"sos421","CASE (Computer Assisted Search for Epidemics) Computer supported outbreak detection of the notifiable diseases in Sweden",TRUE,FALSE,FALSE,FALSE,"current",2005-01-01,2015-01-01,TRUE,"yes","no","no","blank"
"sos422","Centers for Disease Control and Prevention, South Korea",TRUE,FALSE,FALSE,FALSE,"current",2011-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos423","Centre for Emergency Preparedness and Response",TRUE,FALSE,FALSE,FALSE,"neia",NA,NA,FALSE,"yes","no","no","yes"
"sos424","Communicable Disease Reporting and Surveillance System",TRUE,FALSE,FALSE,FALSE,"current",2001-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos425","Communicable Disease Surveillance for Superbowl XLVIII - New Jersey",FALSE,FALSE,TRUE,FALSE,"terminated",2014-01-01,2015-01-01,FALSE,"yes","yes","no","blank"
"sos426","Community Health information Tracking System",FALSE,FALSE,TRUE,FALSE,"current",2004-01-01,2015-01-01,TRUE,"yes","no","no","blank"
"sos427","Computerised infectious Disease Reporting (CIDR)",TRUE,FALSE,FALSE,FALSE,"current",2004-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos428","Consumer Complaint Monitoring System",TRUE,FALSE,FALSE,FALSE,"current",2001-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos429","Crowdbreaks",FALSE,FALSE,TRUE,FALSE,"current",2012-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos430","Defense Global Emerging infections System (DoD-GEIS)",TRUE,FALSE,FALSE,FALSE,"terminated",1997-01-01,2010-01-01,FALSE,"yes","yes","no","blank"
"sos431","Defense Medical Surveillance System (DMSS)",TRUE,FALSE,FALSE,FALSE,"terminated",1980-01-01,2014-01-01,FALSE,"yes","no","no","neia"
"sos432","Delaware Electronic Reporting and Surveillance System (DERSS)",TRUE,FALSE,FALSE,FALSE,"current",2009-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos433","Department of Health, Social Services and Public Safety",TRUE,FALSE,FALSE,FALSE,"current",1999-01-01,2015-01-01,TRUE,"yes","neia","neia","yes"
"sos434","Disease BioPortal",TRUE,FALSE,FALSE,FALSE,"current",2007-01-01,2015-01-01,TRUE,"yes","yes","no","blank"
"sos435","Early Event Detection (EED) in South Carolina",TRUE,FALSE,FALSE,FALSE,"neia",NA,NA,FALSE,"yes","no","no","yes"
"sos436","Early Event Detection in San Diego",TRUE,FALSE,FALSE,FALSE,"neia",NA,NA,FALSE,"yes","no","no","yes"
"sos437","Early Warning infectious Disease Surveillance (EWIDS)",TRUE,FALSE,FALSE,FALSE,"current",2003-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos438","Early Warning Outbreak Recognition System (EWORS)",TRUE,FALSE,FALSE,FALSE,"neia",1998-01-01,NA,FALSE,"yes","no","no","yes"
"sos439","East African Centre for infectious Disease Surveillance and Response (EAACIDS)",FALSE,FALSE,TRUE,FALSE,"neia",NA,NA,FALSE,"yes","yes","yes","blank"
"sos440","East African Integrated Disease Surveillance Network (EAIDSNet) (Phase II)",TRUE,FALSE,FALSE,FALSE,"current",2003-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos441","EDIS (Emergisoft's Emergency Department information System)",FALSE,FALSE,FALSE,TRUE,"neia",NA,NA,FALSE,"yes","no","no","yes"
"sos442","Electronic Surveillance System for Early Notification (ESSENCE)",TRUE,FALSE,TRUE,FALSE,"absorbed",1999-01-01,2004-01-01,FALSE,"yes","yes","no","blank"
"sos443","Electronic Surveillance System for the Early Notification of Community-Based Epidemics (ESSENCE II)",TRUE,FALSE,TRUE,FALSE,"current",2004-01-01,2015-01-01,TRUE,"yes","yes","no","blank"
"sos444","Emerging Pathogens Initiative",TRUE,FALSE,FALSE,FALSE,"current",2015-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos445","Emerging Data Collection and Transformation System (DCTS)",FALSE,FALSE,FALSE,TRUE,"absorbed",2004-01-01,2012-01-01,FALSE,"yes","no","no","neia"
"sos446","EMPRES Global Animal Disease information System (EMPRES-i)",TRUE,FALSE,FALSE,FALSE,"current",NA,2015-01-01,TRUE,"no","yes","no","blank"
"sos447","ENHanCEd infectious Diseases (EID2) Database",TRUE,FALSE,TRUE,FALSE,"neia",NA,NA,FALSE,"yes","yes","yes","blank"
"sos448","Environmental Response Laboratory Network (ERLN)",TRUE,FALSE,FALSE,FALSE,"current",2005-01-01,2015-01-01,TRUE,"no","no","neia","no"
"sos449","Epidemic information Exchange (Epi-X)",TRUE,FALSE,FALSE,FALSE,"current",2000-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos450","Epidemiological Surveillance for Superbowl XLIX - Arizona",FALSE,FALSE,TRUE,FALSE,"terminated",2014-01-01,2015-01-01,FALSE,"yes","yes","no","blank"
"sos451","EpiGateway",TRUE,FALSE,FALSE,FALSE,"current",2008-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos452","EpiLag (Epidemiologische Lage Konferenz)- Epidemiological situation telephone conference",TRUE,FALSE,FALSE,FALSE,"current",2009-01-01,2015-01-01,TRUE,"yes","neia","neia","yes"
"sos453","EpiNorth",TRUE,FALSE,FALSE,FALSE,"terminated",2000-01-01,2012-01-01,FALSE,"yes","no","no","no"
"sos454","EpiSPIDER (Semantic Processing and Integration of Distributed Electronic Resources for Epidemiology)",FALSE,FALSE,FALSE,TRUE,"neia",2006-01-01,NA,FALSE,"yes","yes","yes","blank"
"sos455","EpiSurv",TRUE,FALSE,FALSE,TRUE,"current",1996-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos456","European Nucleotide Archive (ENA)",TRUE,FALSE,FALSE,FALSE,"current",2010-01-01,2015-01-01,TRUE,"yes","yes","yes","blank"
"sos457","Federal Public Service Health",TRUE,FALSE,FALSE,FALSE,"current",1995-01-01,2015-01-01,TRUE,"yes","yes","yes","blank"
"sos458","FirstWatch Real-Time Early Warning System",FALSE,FALSE,FALSE,TRUE,"current",1999-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos459","GATHERdata",FALSE,FALSE,TRUE,FALSE,"terminated",2009-01-01,2013-01-01,FALSE,"yes","yes","no","blank"
"sos460","GeoChat",FALSE,FALSE,TRUE,FALSE,"neia",NA,NA,FALSE,"yes","no","no","blank"
"sos461","Global Animal information System (GAINS)",FALSE,FALSE,TRUE,TRUE,"current",2014-01-01,2015-01-01,TRUE,"no","yes","no","blank"
"sos462","Global infectious Diseases Epidemiology Network (GIDEON)",FALSE,FALSE,FALSE,TRUE,"current",1992-01-01,2015-01-01,TRUE,"yes","no","no","blank"
"sos463","Global News Driven Disease Outbreak and Surveillance (GODSN)",FALSE,FALSE,TRUE,FALSE,"neia",NA,NA,FALSE,"yes","no","no","yes"
"sos464","Global Outbreak and Alert Response Network (GOARN)",TRUE,FALSE,FALSE,FALSE,"current",2000-01-01,2015-01-01,TRUE,"yes","yes","no","blank"
"sos465","Global Public Health Intelligence Network (GPHIN)",TRUE,FALSE,FALSE,FALSE,"terminated",2000-01-01,2007-01-01,FALSE,"yes","yes","yes","blank"
"sos466","Great Britain Wildlife Disease Surveillance Partnership Quarterly Report",TRUE,FALSE,FALSE,FALSE,"terminated",2012-01-01,2013-01-01,FALSE,"no","yes","yes","blank"
"sos467","Harvard University Outpatient Surveillance",FALSE,FALSE,TRUE,FALSE,"neia",2001-01-01,NA,FALSE,"yes","no","no","yes"
"sos468","HDOA Animal Disease Control Branch",TRUE,FALSE,FALSE,FALSE,"neia",NA,NA,FALSE,"no","yes","no","blank"
"sos469","Health Alert Network (HAN)",TRUE,FALSE,FALSE,FALSE,"current",2011-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos470","Health Emergency and Disease INEIAormaiton System (HEDIS)",TRUE,FALSE,FALSE,FALSE,"current",2005-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos471","Health Emergency and Disease information System (HEDIS)",TRUE,FALSE,FALSE,FALSE,"current",2005-01-01,2015-01-01,TRUE,"yes","neia","neia","yes"
"sos472","Health Gate",TRUE,FALSE,FALSE,FALSE,"current",2013-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos473","Health Management information System(HMIS)",TRUE,FALSE,FALSE,FALSE,"current",1999-01-01,2015-01-01,TRUE,"yes","no","no","blank"
"sos474","Health Protection Agency",TRUE,FALSE,FALSE,FALSE,"absorbed",2003-01-01,2013-01-01,FALSE,"yes","yes","yes","blank"
"sos475","Health Protection Surveillance Centre Weekly Reports (HPSC)",TRUE,FALSE,FALSE,FALSE,"current",2000-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos476","Healthcare Electronic Surveillance Network (HESN)",TRUE,FALSE,FALSE,FALSE,"current",2011-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos477","HealthMap",FALSE,FALSE,TRUE,FALSE,"current",2006-01-01,2015-01-01,TRUE,"yes","yes","no","blank"
"sos478","HIV case surveillance Database",TRUE,FALSE,FALSE,FALSE,"current",1987-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos479","Hospital Electronic Syndromic Surveillance (HESS) and Hospital Admission Syndromic Surveillance (HASS) systems",TRUE,FALSE,FALSE,FALSE,"current",2004-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos480","Hospital Outbreak Surveillance in Wales",TRUE,FALSE,FALSE,FALSE,"terminated",1997-01-01,2011-01-01,FALSE,"yes","no","no","yes"
"sos481","HPA Regional Microbiology Network (RMN)",TRUE,FALSE,FALSE,FALSE,"neia",2006-01-01,NA,FALSE,"yes","yes","yes","no"
"sos482","HPA telehealth syndromic surveillance system",TRUE,FALSE,FALSE,FALSE,"absorbed",1999-01-01,2013-01-01,FALSE,"yes","no","no","yes"
"sos483","Immunology Database and Analysis Portal (ImmPort)",TRUE,FALSE,FALSE,TRUE,"current",2004-01-01,2015-01-01,TRUE,"yes","yes","neia","blank"
"sos484","Indiana's pilot program for syndromic surveillance (Need to find full text of Lober et. al 2002 article which apparently describes this)",TRUE,FALSE,FALSE,FALSE,"neia",NA,NA,FALSE,"yes","no","no","yes"
"sos485","INDICATOR",FALSE,FALSE,TRUE,FALSE,"current",2008-01-01,2015-01-01,TRUE,"yes","yes","no","blank"
"sos486","infectious Disease Surveillance and Analysis System (IDSAS)",TRUE,FALSE,TRUE,FALSE,"terminated",2009-01-01,2009-01-01,FALSE,"no","yes","no","blank"
"sos487","Institut de Veille Sanitaire (InVS)/ Health Monitoring Institute, France",TRUE,FALSE,FALSE,FALSE,"current",1998-07-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos488","Integrated Consortium of Laboratory Networks (ICLN)",TRUE,FALSE,FALSE,FALSE,"terminated",2005-01-01,2012-01-01,FALSE,"yes","yes","yes","blank"
"sos489","Integrated Plant Health information System (IPHIS)",TRUE,FALSE,FALSE,FALSE,"terminated",2010-01-01,2013-01-01,FALSE,"no","no","yes","blank"
"sos490","Intensified Surveillance of Women's World Cup 2011",TRUE,FALSE,FALSE,FALSE,"terminated",2011-06-27,2011-07-15,FALSE,"yes","no","no","yes"
"sos491","International System for Total Early Disease Detection (InSTEDD)",FALSE,FALSE,TRUE,FALSE,"current",2006-01-01,2015-01-01,TRUE,"yes","yes","yes","blank"
"sos492","Joint Research Centre",TRUE,FALSE,FALSE,FALSE,"current",1957-01-01,2015-01-01,TRUE,"yes","yes","neia","blank"
"sos493","Kentucky-Electronic Public Health Record System (KY-EPHRS )",TRUE,FALSE,FALSE,FALSE,"current",2000-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos494","Kiemsurveillance",TRUE,FALSE,FALSE,FALSE,"current",2011-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos495","La Red Nacional de Vigilancia Epidemiol’gica (RENAVE) (National Epidemiological Surveillance Network)",TRUE,FALSE,FALSE,FALSE,"neia",1995-01-01,NA,FALSE,"yes","yes","yes","blank"
"sos496","Laboratory Electronic Application for Results Notification (LEARN)",TRUE,FALSE,FALSE,FALSE,"absorbed",NA,2013-01-01,FALSE,"no","yes","no","blank"
"sos497","Lightweight Epidemiology Advanced Detection and Emergency Response System (LEADERS)",TRUE,FALSE,FALSE,FALSE,"absorbed",1999-01-01,2001-01-01,FALSE,"neia","neia","neia","neia"
"sos498","Maine Health and Environmental Testing Laboratory (HETL)",TRUE,FALSE,FALSE,FALSE,"current",2000-01-01,2015-01-01,TRUE,"yes","yes","no","blank"
"sos499","MEDHOST Emergency Department information System",FALSE,FALSE,FALSE,TRUE,"current",NA,2015-01-01,TRUE,"yes","no","no","yes"
"sos500","Medic Mobile",FALSE,FALSE,TRUE,FALSE,"current",2009-01-01,2015-01-01,TRUE,"yes","no","no","blank"
"sos501","MediSys (Medical information System)",TRUE,FALSE,FALSE,FALSE,"current",NA,2015-01-01,TRUE,"yes","yes","yes","blank"
"sos502","Mekong Collaboration Program (MCP)",FALSE,FALSE,TRUE,FALSE,"current",2003-01-01,2015-01-01,TRUE,"yes","no","no","blank"
"sos503","Merlin",TRUE,FALSE,FALSE,FALSE,"current",1992-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos504","Michigan Disease Surveillance System (MDSS)",TRUE,FALSE,FALSE,FALSE,"current",2004-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos505","Military syndromic surveillance for dengue fever outbreak",TRUE,FALSE,TRUE,FALSE,"terminated",2005-01-01,2006-01-01,FALSE,"yes","no","no","yes"
"sos506","Ministry of Health, Israel",TRUE,FALSE,FALSE,FALSE,"neia",NA,NA,FALSE,"yes","no","no","blank"
"sos507","Minnesota Electronic Disease Surveillance System (MEDSS)",TRUE,FALSE,FALSE,FALSE,"terminated",2010-01-01,2012-01-01,FALSE,"yes","no","no","neia"
"sos508","Missouri Communicable Disease Surveillance",TRUE,FALSE,FALSE,FALSE,"current",2005-01-01,2015-01-01,TRUE,"yes","yes","no","blank"
"sos509","MITRE Text and Audio Processing System (MiTAP)",FALSE,FALSE,TRUE,FALSE,"current",2001-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos510","Morbidity and Mortality Weekly Report",TRUE,FALSE,TRUE,FALSE,"current",1982-01-01,2015-01-01,TRUE,"yes","no","no","neia"
"sos511","Multi-disease Surveillance System (MDS)",TRUE,FALSE,FALSE,FALSE,"terminated",2000-01-01,2008-01-01,FALSE,"yes","no","no","neia"
"sos512","National Animal Health Monitoring System (NAHMS)",TRUE,FALSE,FALSE,FALSE,"current",1983-01-01,2015-01-01,TRUE,"no","yes","no","blank"
"sos513","National Animal Health Reporting System (NAHRS)",TRUE,FALSE,FALSE,FALSE,"current",2006-01-01,2015-01-01,TRUE,"no","yes","no","blank"
"sos514","National Animal Health Surveillance System (NAHSS)",TRUE,FALSE,FALSE,FALSE,"current",2001-01-01,2015-01-01,TRUE,"no","yes","no","blank"
"sos515","National Aquaculture Program (NAP)",TRUE,FALSE,FALSE,FALSE,"current",NA,2015-01-01,TRUE,"no","yes","yes","blank"
"sos516","National Biosurveillance Integration Center (NBIC)",TRUE,FALSE,FALSE,FALSE,"current",2007-01-01,2015-01-01,TRUE,"yes","yes","yes","blank"
"sos517","National Capitol Regional's ED syndromic surveillance system",TRUE,FALSE,FALSE,FALSE,"neia",2001-01-01,NA,FALSE,"yes","no","no","yes"
"sos518","National Center for Epidemiology, Hungary",TRUE,FALSE,FALSE,FALSE,"current",1998-01-01,2015-01-01,TRUE,"yes","no","no","no"
"sos519","National Electronic Disease Surveillance System (NEDSS) & NEDSS Base System (NBS)",TRUE,FALSE,FALSE,FALSE,"current",2001-01-01,2015-01-01,TRUE,"yes","yes","no","blank"
"sos520","National Healthcare Safety Network",TRUE,FALSE,FALSE,FALSE,"current",2006-01-01,2015-01-01,TRUE,"yes","no","no","blank"
"sos521","National Plant Diagnostic Network (NPDN)",TRUE,FALSE,TRUE,FALSE,"terminated",2002-01-01,2008-01-01,FALSE,"no","no","yes","blank"
"sos522","National Poultry Improvement Program (NPIP)",TRUE,FALSE,FALSE,FALSE,"current",1930-01-01,2015-01-01,TRUE,"no","yes","no","blank"
"sos523","National Wildlife Health Center Wildlife Mortality Database (EPIZOO)",TRUE,FALSE,FALSE,FALSE,"current",1975-01-01,2015-01-01,TRUE,"no","yes","no","blank"
"sos524","New Hampshire (NH) Syndromic Surveillance System",TRUE,FALSE,FALSE,FALSE,"current",2001-01-01,2015-01-01,TRUE,"yes","no","no","yes"
"sos525","New Mexico Epidemiology and Reponse Division",TRUE,FALSE,FALSE,FALSE,"current",1977-01-01,2015-01-01,TRUE,"yes","no","no","yes"
